Date,Event_Type,DeltaFuel,refill_TimeStamp,after_avg,before_avg,Origin,supply_TimeStamp,FuelLevelLiters,Fuel_Discrepancy,Time_Discrepancy
2024-03-16,Both_Events,2142.4,2024-03-16T00:59:30.000000,3113.9199999999996,963.1999999999998,SST,2024-03-16T06:00:00.000000,2305.0,808.9199999999996,18030
2024-03-17,Both_Events,1947.52,2024-03-17T10:45:30.000000,2732.7680000000005,779.2640000000001,SURTIDOR-TRUCKSHOP,2024-03-17T10:43:24.917000,2299.0,433.7680000000005,125
2024-03-18,Both_Events,1704.64,2024-03-18T10:57:00.000000,2648.8320000000003,923.0080000000002,SURTIDOR-TRUCKSHOP,2024-03-18T10:55:01.780000,1892.0,756.8320000000003,118
2024-03-19,Both_Events,1530.56,2024-03-19T17:49:00.000000,2810.0159999999996,787.168,SURTIDOR-TRUCKSHOP,2024-03-19T17:50:20.267000,2262.0,548.0159999999996,80
2024-03-20,Both_Events,2130.88,2024-03-20T15:53:30.000000,3003.648,875.5199999999999,SST,2024-03-20T08:00:00.000000,2423.0,580.6480000000001,28410
2024-03-21,Both_Events,1593.28,2024-03-21T21:36:00.000000,2491.7120000000004,920.608,SURTIDOR-TRUCKSHOP,2024-03-21T21:33:18.367000,1703.0,788.7120000000004,161
2024-03-22,Both_Events,1167.6799999999998,2024-03-22T16:21:30.000000,1994.464,846.592,SST,2024-03-22T07:00:00.000000,1000.0,994.4639999999999,33690
2024-03-23,Both_Events,2285.76,2024-03-23T08:35:30.000000,3013.632,730.4639999999999,SST,2024-03-23T07:00:00.000000,2683.0,330.63200000000006,5730
2024-03-24,Both_Events,2371.2,2024-03-24T08:30:00.000000,2912.7999999999997,526.528,SST,2024-03-24T08:00:00.000000,2866.0,46.79999999999973,1800
2024-03-25,Both_Events,2096.0,2024-03-25T15:14:30.000000,2825.3120000000004,725.1199999999999,SURTIDOR-TRUCKSHOP,2024-03-25T15:12:09.407000,2446.0,379.31200000000035,140
2024-03-26,Both_Events,2143.68,2024-03-26T17:33:30.000000,3045.4719999999998,881.1199999999999,SST,2024-03-26T08:00:00.000000,2420.0,625.4719999999998,34410
2024-03-27,Both_Events,1938.2399999999998,2024-03-27T19:53:30.000000,2836.1279999999997,899.8399999999999,SST,2024-03-27T19:00:00.000000,2125.0,711.1279999999997,3210
2024-03-28,Both_Events,2090.88,2024-03-28T16:44:00.000000,3033.44,924.704,SST,2024-03-28T08:00:00.000000,2358.0,675.44,31440
2024-03-29,Both_Events,2014.08,2024-03-29T22:25:00.000000,2808.544,792.576,SST,2024-03-29T19:00:00.000000,2270.0,538.5439999999999,12300
2024-03-30,Both_Events,2085.7599999999998,2024-03-30T13:06:30.000000,3085.0559999999996,981.344,SST,2024-03-30T08:00:00.000000,2287.0,798.0559999999996,18390
2024-03-31,Both_Events,2226.2400000000002,2024-03-31T11:06:30.000000,2824.7039999999993,559.712,P068,2024-03-31T08:00:00.000000,2728.0,96.70399999999927,11190
2024-04-01,Both_Events,2469.44,2024-04-01T10:08:00.000000,3042.3360000000002,544.896,SST,2024-04-01T06:00:00.000000,2886.0,156.33600000000024,14880
2024-04-02,Both_Events,2134.72,2024-04-02T09:49:00.000000,3069.536,899.872,SST,2024-04-02T06:00:00.000000,2432.0,637.5360000000001,13740
2024-04-03,Refill_Only,2297.28,2024-04-03T19:17:00.000000,2879.3599999999997,586.5600000000001,,,,,
2024-04-04,Supply_Only,,,,,SST,2024-04-04T07:00:00.000000,2581.0,,
2024-04-04,Supply_Only,,,,,P068,2024-04-04T19:00:00.000000,2060.0,,
2024-04-05,Refill_Only,1865.6,2024-04-05T03:33:00.000000,2814.432,955.4239999999998,,,,,
2024-04-05,Refill_Only,2083.52,2024-04-05T23:35:00.000000,3028.416,953.5360000000001,,,,,
2024-04-06,Supply_Only,,,,,SST,2024-04-06T07:00:00.000000,2386.0,,
2024-04-07,Both_Events,2200.64,2024-04-07T00:15:30.000000,3022.0800000000004,814.3679999999998,SST,2024-04-07T08:00:00.000000,2510.0,512.0800000000004,27870
2024-04-08,Both_Events,1102.4,2024-04-08T16:56:30.000000,3199.8079999999995,2064.032,P068,2024-04-08T08:00:00.000000,1348.0,1851.8079999999995,32190
2024-04-10,Both_Events,2206.08,2024-04-10T01:53:30.000000,3176.928,940.896,SST,2024-04-10T07:00:00.000000,2348.0,828.9279999999999,18390
2024-04-11,Both_Events,1268.4799999999998,2024-04-11T01:36:00.000000,2983.136,1717.6640000000002,SST,2024-04-11T07:00:00.000000,1800.0,1183.136,19440
2024-04-11,Refill_Only,1803.52,2024-04-11T21:03:30.000000,2798.208,1006.848,,,,,
2024-04-12,Both_Events,2006.0800000000002,2024-04-12T20:24:30.000000,2910.816,904.7359999999999,SST,2024-04-12T07:00:00.000000,1922.0,988.8159999999998,48270
2024-04-13,Both_Events,1804.7999999999997,2024-04-13T20:44:00.000000,2581.28,773.408,SST,2024-04-13T07:00:00.000000,2204.0,377.2800000000002,49440
2024-04-14,Both_Events,2146.56,2024-04-14T13:57:30.000000,2976.7360000000003,825.856,SST,2024-04-14T07:00:00.000000,2066.0,910.7360000000003,25050
2024-04-14,Supply_Only,,,,,SST,2024-04-14T08:00:00.000000,2242.0,,
2024-04-15,Both_Events,2154.5600000000004,2024-04-15T13:51:30.000000,2919.616,779.008,SST,2024-04-15T09:00:00.000000,2271.0,648.616,17490
2024-04-16,Both_Events,1910.0800000000002,2024-04-16T08:39:30.000000,2942.304,1041.28,SST,2024-04-16T08:00:00.000000,1905.0,1037.304,2370
2024-04-16,Supply_Only,,,,,SST,2024-04-16T19:00:00.000000,1976.0,,
2024-04-17,Both_Events,1366.08,2024-04-17T00:56:00.000000,3013.2799999999997,1652.2240000000002,SST,2024-04-17T19:00:00.000000,2138.0,875.2799999999997,65040
2024-04-17,Refill_Only,1924.4799999999998,2024-04-17T20:54:00.000000,3057.504,1110.208,,,,,
2024-04-18,Both_Events,1992.0,2024-04-18T21:50:00.000000,3079.424,1062.176,SST,2024-04-18T19:00:00.000000,2215.0,864.424,10200
2024-04-21,Supply_Only,,,,,SST,2024-04-21T19:00:00.000000,2205.0,,
2024-04-22,Both_Events,2098.24,2024-04-22T01:47:00.000000,3147.0080000000003,1027.9360000000001,P068,2024-04-22T19:00:00.000000,2599.0,548.0080000000003,61980
2024-04-23,Both_Events,2260.16,2024-04-23T02:42:00.000000,3016.096,751.2,P068,2024-04-23T19:00:00.000000,2050.0,966.096,58680
2024-04-23,Refill_Only,1831.6799999999998,2024-04-23T22:26:00.000000,3099.136,1238.4320000000002,,,,,
2024-04-24,Supply_Only,,,,,SST,2024-04-24T19:00:00.000000,2455.0,,
2024-04-25,Both_Events,2171.5199999999995,2024-04-25T01:46:30.000000,3129.0559999999996,910.3999999999999,SST,2024-04-25T19:00:00.000000,2419.0,710.0559999999996,62010
2024-04-26,Refill_Only,2195.52,2024-04-26T00:57:00.000000,3170.5919999999996,939.0079999999998,,,,,
2024-04-27,Both_Events,2209.28,2024-04-27T21:22:00.000000,3087.168,884.4480000000001,SST,2024-04-27T19:00:00.000000,2455.0,632.1680000000001,8520
2024-04-28,Both_Events,1822.7200000000003,2024-04-28T23:06:00.000000,2681.6319999999996,825.76,SST,2024-04-28T19:00:00.000000,2124.0,557.6319999999996,14760
2024-04-29,Both_Events,1935.68,2024-04-29T21:59:00.000000,2720.5119999999997,769.12,SST,2024-04-29T19:00:00.000000,2257.0,463.5119999999997,10740
2024-04-30,Both_Events,2171.2,2024-04-30T16:20:00.000000,3022.08,858.816,SST,2024-04-30T19:00:00.000000,2463.0,559.0799999999999,9600
2024-05-01,Both_Events,2077.76,2024-05-01T10:43:00.000000,3030.5279999999993,937.632,SST,2024-05-01T07:00:00.000000,2320.0,710.5279999999993,13380
2024-05-01,Supply_Only,,,,,SST,2024-05-01T19:00:00.000000,2293.0,,
2024-05-02,Refill_Only,2088.64,2024-05-02T03:28:59.000000,3063.584,961.8880000000001,,,,,
2024-05-03,Both_Events,1899.2000000000003,2024-05-03T08:23:00.000000,2841.0240000000003,930.048,SST,2024-05-03T07:00:00.000000,2087.0,754.0240000000003,4980
2024-05-03,Supply_Only,,,,,SST,2024-05-03T19:00:00.000000,2258.0,,
2024-05-04,Both_Events,2046.7199999999998,2024-05-04T05:15:00.000000,3028.4480000000003,975.936,SST,2024-05-04T19:00:00.000000,2288.0,740.4480000000003,49500
2024-05-04,Refill_Only,2038.08,2024-05-04T22:20:00.000000,3014.3360000000002,958.72,,,,,
2024-05-05,Both_Events,1945.6,2024-05-05T15:31:30.000000,3128.352,1135.232,P068,2024-05-05T08:00:00.000000,2240.0,888.3519999999999,27090
2024-05-06,Both_Events,1729.6,2024-05-06T10:08:00.000000,2935.872,1186.0799999999997,P068,2024-05-06T08:00:00.000000,1926.0,1009.8719999999998,7680
2024-05-07,Both_Events,1955.8400000000001,2024-05-07T16:03:30.000000,2962.432,1010.5920000000002,SST,2024-05-07T08:00:00.000000,2097.0,865.4319999999998,29010
2024-05-08,Both_Events,2121.92,2024-05-08T17:10:30.000000,2814.976,661.3439999999999,SST,2024-05-08T07:00:00.000000,2510.0,304.9760000000001,36630
2024-05-09,Both_Events,1062.72,2024-05-09T20:17:30.000000,2997.8239999999996,782.688,SST,2024-05-09T19:00:00.000000,2540.0,457.8239999999996,4650
2024-05-10,Both_Events,984.6399999999999,2024-05-10T20:35:00.000000,3082.2400000000002,1120.3200000000002,SST,2024-05-10T19:00:00.000000,2170.0,912.2400000000002,5700
2024-05-11,Both_Events,554.2400000000002,2024-05-11T20:32:30.000000,3059.7119999999995,1019.392,SST,2024-05-11T20:00:00.000000,2237.0,822.7119999999995,1950
2024-05-13,Supply_Only,,,,,SST,2024-05-13T19:00:00.000000,1942.0,,
2024-05-14,Both_Events,1523.8400000000001,2024-05-14T01:53:00.000000,2895.1040000000003,1379.5839999999996,P068,2024-05-14T19:00:00.000000,2320.0,575.1040000000003,61620
2024-05-14,Refill_Only,2041.6,2024-05-14T20:45:30.000000,3130.112,1039.7759999999998,,,,,
2024-05-15,Both_Events,2174.7200000000003,2024-05-15T17:18:30.000000,3023.84,836.96,SST,2024-05-15T07:00:00.000000,2507.0,516.8400000000001,37110
2024-05-16,Supply_Only,,,,,P068,2024-05-16T19:00:00.000000,2362.0,,
2024-05-17,Both_Events,2102.7200000000003,2024-05-17T03:04:30.000000,2906.4,794.048,P068,2024-05-17T19:00:00.000000,1851.0,1055.4,57330
2024-05-17,Refill_Only,1726.4,2024-05-17T20:22:30.000000,2664.8,934.624,,,,,
2024-05-18,Both_Events,2431.36,2024-05-18T13:50:00.000000,3143.136,695.5840000000001,SST,2024-05-18T07:00:00.000000,2742.0,401.13599999999997,24600
2024-05-18,Supply_Only,,,,,SST,2024-05-18T19:00:00.000000,2333.0,,
2024-05-19,Both_Events,2068.16,2024-05-19T05:39:30.000000,3062.1440000000002,963.5200000000001,SST,2024-05-19T19:00:00.000000,2171.0,891.1440000000002,48030
2024-05-20,Refill_Only,1945.6,2024-05-20T03:30:00.000000,3084.0,1136.4479999999999,,,,,
2024-05-21,Both_Events,2211.84,2024-05-21T09:35:00.000000,2995.264,760.2239999999999,SST,2024-05-21T07:00:00.000000,2625.0,370.2640000000001,9300
2024-05-21,Supply_Only,,,,,P068,2024-05-21T19:00:00.000000,1933.0,,
2024-05-22,Refill_Only,1686.0800000000002,2024-05-22T03:59:00.000000,3114.6240000000003,1414.0480000000002,,,,,
2024-05-23,Both_Events,1964.16,2024-05-23T20:58:30.000000,2816.448,866.3680000000002,SST,2024-05-23T19:00:00.000000,2211.0,605.4479999999999,7110
2024-05-24,Both_Events,2088.64,2024-05-24T15:44:00.000000,3069.536,948.7040000000001,P068,2024-05-24T07:00:00.000000,2406.0,663.5360000000001,31440
2024-05-25,Both_Events,1889.9199999999998,2024-05-25T12:54:00.000000,2916.2559999999994,1030.592,SST,2024-05-25T07:00:00.000000,1901.0,1015.2559999999994,21240
2024-05-26,Both_Events,1876.1599999999999,2024-05-26T08:34:00.000000,2842.976,968.9279999999999,SST,2024-05-26T08:00:00.000000,2035.0,807.9760000000001,2040
2024-05-26,Supply_Only,,,,,SST,2024-05-26T19:00:00.000000,2322.0,,
2024-05-27,Both_Events,2056.3199999999997,2024-05-27T04:51:30.000000,2962.688,905.7279999999998,P068,2024-05-27T08:00:00.000000,836.0,2126.688,11310
2024-05-27,Refill_Only,193.92000000000007,2024-05-27T13:16:00.000000,3032.032,2338.8160000000003,,,,,
2024-05-28,Both_Events,2033.92,2024-05-28T09:29:00.000000,2970.272,752.9280000000001,P068,2024-05-28T07:00:00.000000,2664.0,306.27199999999993,8940
2024-05-29,Supply_Only,,,,,P068,2024-05-29T17:00:00.000000,2428.0,,
2024-05-30,Both_Events,2226.24,2024-05-30T01:00:00.000000,3184.32,939.3279999999999,SST,2024-05-30T17:00:00.000000,2285.0,899.3200000000002,57600
2024-05-31,Refill_Only,1976.96,2024-05-31T03:22:00.000000,2761.3119999999994,781.568,,,,,
2024-07-20,Both_Events,2345.92,2024-07-20T11:08:30.000000,3030.9440000000004,669.6000000000001,SST,2024-07-20T06:00:00.000000,2810.0,220.94400000000041,18510
2024-07-21,Both_Events,2234.8799999999997,2024-07-21T12:51:30.000000,3105.8239999999996,846.0799999999999,SST,2024-07-21T08:00:00.000000,2543.0,562.8239999999996,17490
2024-07-22,Both_Events,2124.16,2024-07-22T09:08:00.000000,3071.968,893.632,P068,2024-07-22T08:00:00.000000,2476.0,595.9679999999998,4080
2024-07-23,Both_Events,2205.4399999999996,2024-07-23T15:40:30.000000,3100.8959999999997,857.408,P068,2024-07-23T07:00:00.000000,2565.0,535.8959999999997,31230
2024-07-24,Both_Events,2071.68,2024-07-24T15:40:30.000000,2860.6719999999996,776.192,SST,2024-07-24T07:00:00.000000,2405.0,455.67199999999957,31230
2024-07-25,Both_Events,2114.8799999999997,2024-07-25T15:23:30.000000,3072.736,965.152,SST,2024-07-25T08:00:00.000000,2136.0,936.7359999999999,26610
2024-07-26,Both_Events,1965.4399999999998,2024-07-26T15:50:00.000000,2620.5439999999994,642.432,SST,2024-07-26T07:00:00.000000,2310.0,310.5439999999994,31800
2024-07-27,Both_Events,2085.7599999999998,2024-07-27T16:57:30.000000,2976.7679999999996,899.296,P068,2024-07-27T08:00:00.000000,2330.0,646.7679999999996,32250
2024-07-28,Both_Events,2132.16,2024-07-28T20:18:00.000000,3037.344,897.1519999999998,P068,2024-07-28T19:00:00.000000,2410.0,627.344,4680
2024-07-29,Supply_Only,,,,,SST,2024-07-29T19:00:00.000000,2047.0,,
2024-07-30,Both_Events,1438.7199999999998,2024-07-30T01:57:30.000000,2810.048,1376.928,SST,2024-07-30T07:00:00.000000,2027.0,783.0479999999998,18150
2024-07-30,Both_Events,1997.44,2024-07-30T13:51:00.000000,3044.8,1056.2879999999998,SST,2024-07-30T19:00:00.000000,2125.0,919.8000000000002,18540
2024-07-31,Both_Events,1696.32,2024-07-31T00:49:30.000000,3153.3439999999996,1444.9920000000002,SST,2024-07-31T19:00:00.000000,2182.0,971.3439999999996,65430
2024-07-31,Refill_Only,1931.8399999999997,2024-07-31T20:44:30.000000,2780.96,877.6959999999999,,,,,
2024-08-03,Both_Events,2145.9199999999996,2024-08-03T21:47:30.000000,2885.728,739.2319999999999,P068,2024-08-03T19:00:00.000000,2300.0,585.7280000000001,10050
2024-08-05,Both_Events,2204.16,2024-08-05T20:07:00.000000,3055.424,830.144,P068,2024-08-05T19:00:00.000000,2723.0,332.424,4020
2024-08-06,Both_Events,2141.44,2024-08-06T21:26:00.000000,3039.7439999999997,874.144,P068,2024-08-06T19:00:00.000000,2473.0,566.7439999999997,8760
2024-08-08,Both_Events,2211.2,2024-08-08T20:19:00.000000,3063.552,829.024,P068,2024-08-08T19:00:00.000000,2553.0,510.55200000000013,4740
2024-08-09,Supply_Only,,,,,P068,2024-08-09T19:00:00.000000,2562.0,,
2024-08-10,Both_Events,2207.3599999999997,2024-08-10T02:02:00.000000,3079.424,847.9680000000001,SST,2024-08-10T19:00:00.000000,2049.0,1030.424,61080
2024-08-11,Both_Events,1841.2800000000002,2024-08-11T04:01:00.000000,2723.456,884.4159999999999,SST,2024-08-11T19:00:00.000000,2451.0,272.45600000000013,53940
2024-08-11,Refill_Only,1971.8400000000001,2024-08-11T22:11:30.000000,2769.184,800.832,,,,,
2024-08-12,Both_Events,2171.52,2024-08-12T17:03:00.000000,2984.256,796.032,SST,2024-08-12T07:00:00.000000,2564.0,420.25599999999986,36180
2024-08-13,Both_Events,2164.8,2024-08-13T20:55:30.000000,3039.1040000000003,859.1360000000001,P068,2024-08-13T19:00:00.000000,2490.0,549.1040000000003,6930
2024-08-14,Both_Events,1946.88,2024-08-14T21:06:00.000000,2818.432,888.7359999999999,P068,2024-08-14T19:00:00.000000,2635.0,183.4319999999998,7560
2024-08-15,Supply_Only,,,,,SST,2024-08-15T19:00:00.000000,2459.0,,
2024-08-16,Both_Events,2156.16,2024-08-16T05:35:00.000000,3070.2400000000002,901.4399999999999,SST,2024-08-16T19:00:00.000000,2605.0,465.24000000000024,48300
2024-08-17,Both_Events,1304.0,2024-08-17T05:12:30.000000,2969.7920000000004,767.4240000000001,P068,2024-08-17T19:00:00.000000,2150.0,819.7920000000004,49650
2024-08-17,Refill_Only,1956.8000000000002,2024-08-17T23:01:30.000000,2998.1119999999996,1047.2,,,,,
2024-08-18,Refill_Only,1234.2399999999998,2024-08-18T14:01:00.000000,3034.7519999999995,1779.0720000000006,,,,,
2024-08-19,Both_Events,2018.88,2024-08-19T09:38:00.000000,3004.064,955.4559999999999,P068,2024-08-19T07:00:00.000000,2270.0,734.0639999999999,9480
2024-08-19,Supply_Only,,,,,SST,2024-08-19T19:00:00.000000,2223.0,,
2024-08-20,Both_Events,1965.12,2024-08-20T02:48:00.000000,3111.1040000000003,1139.0399999999997,SST,2024-08-20T19:00:00.000000,2341.0,770.1040000000003,58320
2024-08-21,Both_Events,2129.92,2024-08-21T01:16:30.000000,3097.024,960.32,P068,2024-08-21T19:00:00.000000,2185.0,912.0239999999999,63810
2024-08-21,Refill_Only,2018.56,2024-08-21T21:16:30.000000,3027.424,1036.5439999999999,,,,,
2024-08-22,Both_Events,2148.16,2024-08-22T20:21:30.000000,3031.968,879.8400000000001,SST,2024-08-22T19:00:00.000000,2413.0,618.9679999999998,4890
2024-08-23,Both_Events,2144.3199999999997,2024-08-23T22:58:30.000000,3060.3839999999996,916.5120000000001,SST,2024-08-23T19:00:00.000000,2397.0,663.3839999999996,14310
2024-08-24,Supply_Only,,,,,SST,2024-08-24T19:00:00.000000,2044.0,,
2024-08-25,Refill_Only,1837.12,2024-08-25T04:49:30.000000,3022.816,1196.704,,,,,
2024-08-26,Both_Events,1488.96,2024-08-26T01:56:00.000000,3011.52,1530.976,P068,2024-08-26T19:00:00.000000,1200.0,1811.52,61440
2024-08-27,Both_Events,1983.04,2024-08-27T02:44:00.000000,3073.792,1069.632,SST,2024-08-27T19:00:00.000000,1923.0,1150.792,58560
2024-08-28,Both_Events,1101.1200000000001,2024-08-28T01:50:00.000000,2019.5520000000001,928.128,SST,2024-08-28T07:00:00.000000,2209.0,189.44799999999987,18600
2024-08-28,Refill_Only,2018.56,2024-08-28T10:43:00.000000,3076.2239999999997,1031.9360000000001,,,,,
2024-08-29,Both_Events,2150.7200000000003,2024-08-29T21:57:30.000000,2994.8160000000003,843.6800000000001,P068,2024-08-29T19:00:00.000000,2484.0,510.81600000000026,10650
2024-08-30,Both_Events,1818.88,2024-08-30T16:13:30.000000,3114.6240000000003,1281.0880000000002,SST,2024-08-30T07:00:00.000000,2038.0,1076.6240000000003,33210
