DeltaFuel,RefillTimeStamp,before_avg,after_avg,Origin,SupplyTimeStamp,FuelLevelLiters,time_discrepancy,fuel_discrepancy,supply_turno,refill_turno,classification,event_type
2041.92,2024-03-12T20:02:30.000000,736.992,2794.7520000000004,SST,2024-03-13T06:00:00.000000,2393.0,35850,351.0799999999999,D,N,TSAtrasado,Both_Events
2280.0,2024-03-13T16:01:30.000000,715.1999999999999,3030.2400000000002,SST,2024-03-13T06:00:00.000000,2393.0,36090,113.0,D,D,TSNormal,Both_Events
2267.8399999999997,2024-03-14T13:57:30.000000,804.7999999999998,3071.68,SST,2024-03-14T06:00:00.000000,2756.0,28650,488.1600000000003,D,D,TSNormal,Both_Events
2142.4,2024-03-16T00:59:30.000000,963.1999999999998,3113.9199999999996,SST,2024-03-16T06:00:00.000000,2305.0,18030,162.5999999999999,D,N,TSAtrasado,Both_Events
1947.52,2024-03-17T10:45:30.000000,779.2640000000001,2732.7680000000005,SURTIDOR-TRUCKSHOP,2024-03-17T10:43:24.917000,2299.0,125,351.48,D,D,TSNormal,Both_Events
1704.64,2024-03-18T10:57:00.000000,923.0080000000002,2648.8320000000003,SURTIDOR-TRUCKSHOP,2024-03-18T10:55:01.780000,1892.0,118,187.3599999999999,D,D,TSNormal,Both_Events
1530.56,2024-03-19T17:49:00.000000,787.168,2810.0159999999996,SURTIDOR-TRUCKSHOP,2024-03-19T17:50:20.267000,2262.0,80,731.44,D,D,TSAtrasado,Both_Events
2130.88,2024-03-20T15:53:30.000000,875.5199999999999,3003.648,SST,2024-03-20T08:00:00.000000,2423.0,28410,292.1199999999999,D,D,TSNormal,Both_Events
1593.28,2024-03-21T21:36:00.000000,920.608,2491.7120000000004,SURTIDOR-TRUCKSHOP,2024-03-21T21:33:18.367000,1703.0,161,109.72000000000003,N,N,TSNormal,Both_Events
1167.6799999999998,2024-03-22T16:21:30.000000,846.592,1994.464,SST,2024-03-22T07:00:00.000000,1000.0,33690,167.67999999999984,D,D,TSNormal,Both_Events
2285.76,2024-03-23T08:35:30.000000,730.4639999999999,3013.632,SST,2024-03-23T07:00:00.000000,2683.0,5730,397.2399999999998,D,D,TSNormal,Both_Events
2371.2,2024-03-24T08:30:00.000000,526.528,2912.7999999999997,SST,2024-03-24T08:00:00.000000,2866.0,1800,494.8000000000002,D,D,TSNormal,Both_Events
2096.0,2024-03-25T15:14:30.000000,725.1199999999999,2825.3120000000004,SURTIDOR-TRUCKSHOP,2024-03-25T15:12:09.407000,2446.0,140,350.0,D,D,TSNormal,Both_Events
2143.68,2024-03-26T17:33:30.000000,881.1199999999999,3045.4719999999998,SST,2024-03-26T08:00:00.000000,2420.0,34410,276.32000000000016,D,D,TSNormal,Both_Events
1938.2399999999998,2024-03-27T19:53:30.000000,899.8399999999999,2836.1279999999997,SST,2024-03-27T19:00:00.000000,2125.0,3210,186.76000000000022,N,N,TSNormal,Both_Events
2090.88,2024-03-28T16:44:00.000000,924.704,3033.44,SST,2024-03-28T08:00:00.000000,2358.0,31440,267.1199999999999,D,D,TSNormal,Both_Events
2014.08,2024-03-29T22:25:00.000000,792.576,2808.544,SST,2024-03-29T19:00:00.000000,2270.0,12300,255.92000000000007,N,N,TSNormal,Both_Events
2085.7599999999998,2024-03-30T13:06:30.000000,981.344,3085.0559999999996,SST,2024-03-30T08:00:00.000000,2287.0,18390,201.24000000000024,D,D,TSNormal,Both_Events
2226.2400000000002,2024-03-31T11:06:30.000000,559.712,2824.7039999999993,P068,2024-03-31T08:00:00.000000,2728.0,11190,501.75999999999976,D,D,TSNormal,Both_Events
2469.44,2024-04-01T10:08:00.000000,544.896,3042.3360000000002,SST,2024-04-01T06:00:00.000000,2886.0,14880,416.55999999999995,D,D,TSNormal,Both_Events
2134.72,2024-04-02T09:49:00.000000,899.872,3069.536,SST,2024-04-02T06:00:00.000000,2432.0,13740,297.2800000000002,D,D,TSNormal,Both_Events
2297.28,2024-04-03T19:17:00.000000,586.5600000000001,2879.3599999999997,SST,2024-04-04T07:00:00.000000,2581.0,42180,283.7199999999998,D,N,TSAtrasado,Both_Events
1865.6,2024-04-05T03:33:00.000000,955.4239999999998,2814.432,P068,2024-04-04T19:00:00.000000,2060.0,30780,194.4000000000001,N,N,TSNormal,Both_Events
2083.52,2024-04-05T23:35:00.000000,953.5360000000001,3028.416,SST,2024-04-06T07:00:00.000000,2386.0,26700,302.48,D,N,TSAtrasado,Both_Events
2200.64,2024-04-07T00:15:30.000000,814.3679999999998,3022.0800000000004,SST,2024-04-07T08:00:00.000000,2510.0,27870,309.3600000000001,D,N,TSAtrasado,Both_Events
1102.4,2024-04-08T16:56:30.000000,2064.032,3199.8079999999995,P068,2024-04-08T08:00:00.000000,1348.0,32190,245.5999999999999,D,D,TSNormal,Both_Events
2206.08,2024-04-10T01:53:30.000000,940.896,3176.928,SST,2024-04-10T07:00:00.000000,2348.0,18390,141.92000000000007,D,N,TSAtrasado,Both_Events
1268.4799999999998,2024-04-11T01:36:00.000000,1717.6640000000002,2983.136,SST,2024-04-11T07:00:00.000000,1800.0,19440,531.5200000000002,D,N,TSAtrasado,Both_Events
1803.52,2024-04-11T21:03:30.000000,1006.848,2798.208,SST,2024-04-12T07:00:00.000000,1922.0,35790,118.48000000000002,D,N,TSAtrasado,Both_Events
2006.0800000000002,2024-04-12T20:24:30.000000,904.7359999999999,2910.816,SST,2024-04-13T07:00:00.000000,2204.0,38130,197.91999999999985,D,N,TSAtrasado,Both_Events
1804.7999999999997,2024-04-13T20:44:00.000000,773.408,2581.28,SST,2024-04-14T07:00:00.000000,2066.0,36960,261.2000000000003,D,N,TSAtrasado,Both_Events
2146.56,2024-04-14T13:57:30.000000,825.856,2976.7360000000003,SST,2024-04-14T08:00:00.000000,2242.0,21450,95.44000000000005,D,D,TSNormal,Both_Events
2154.5600000000004,2024-04-15T13:51:30.000000,779.008,2919.616,SST,2024-04-15T09:00:00.000000,2271.0,17490,116.4399999999996,D,D,TSNormal,Both_Events
1910.0800000000002,2024-04-16T08:39:30.000000,1041.28,2942.304,SST,2024-04-16T08:00:00.000000,1905.0,2370,5.080000000000155,D,D,TSNormal,Both_Events
1366.08,2024-04-17T00:56:00.000000,1652.2240000000002,3013.2799999999997,SST,2024-04-16T19:00:00.000000,1976.0,21360,609.9200000000001,N,N,TSNormal,Both_Events
1924.4799999999998,2024-04-17T20:54:00.000000,1110.208,3057.504,SST,2024-04-17T19:00:00.000000,2138.0,6840,213.5200000000002,N,N,TSNormal,Both_Events
1992.0,2024-04-18T21:50:00.000000,1062.176,3079.424,SST,2024-04-18T19:00:00.000000,2215.0,10200,223.0,N,N,TSNormal,Both_Events
2098.24,2024-04-22T01:47:00.000000,1027.9360000000001,3147.0080000000003,SST,2024-04-21T19:00:00.000000,2205.0,24420,106.76000000000022,N,N,TSNormal,Both_Events
2260.16,2024-04-23T02:42:00.000000,751.2,3016.096,P068,2024-04-22T19:00:00.000000,2599.0,27720,338.84000000000015,N,N,TSNormal,Both_Events
1831.6799999999998,2024-04-23T22:26:00.000000,1238.4320000000002,3099.136,P068,2024-04-23T19:00:00.000000,2050.0,12360,218.32000000000016,N,N,TSNormal,Both_Events
2171.5199999999995,2024-04-25T01:46:30.000000,910.3999999999999,3129.0559999999996,SST,2024-04-24T19:00:00.000000,2455.0,24390,283.4800000000005,N,N,TSNormal,Both_Events
2195.52,2024-04-26T00:57:00.000000,939.0079999999998,3170.5919999999996,SST,2024-04-25T19:00:00.000000,2419.0,21420,223.48000000000002,N,N,TSNormal,Both_Events
2209.28,2024-04-27T21:22:00.000000,884.4480000000001,3087.168,SST,2024-04-27T19:00:00.000000,2455.0,8520,245.7199999999998,N,N,TSNormal,Both_Events
1822.7200000000003,2024-04-28T23:06:00.000000,825.76,2681.6319999999996,SST,2024-04-28T19:00:00.000000,2124.0,14760,301.27999999999975,N,N,TSNormal,Both_Events
1935.68,2024-04-29T21:59:00.000000,769.12,2720.5119999999997,SST,2024-04-29T19:00:00.000000,2257.0,10740,321.31999999999994,N,N,TSNormal,Both_Events
2171.2,2024-04-30T16:20:00.000000,858.816,3022.08,SST,2024-04-30T19:00:00.000000,2463.0,9600,291.8000000000002,N,D,TSAtrasado,Both_Events
2077.76,2024-05-01T10:43:00.000000,937.632,3030.5279999999993,SST,2024-05-01T07:00:00.000000,2320.0,13380,242.23999999999978,D,D,TSNormal,Both_Events
2088.64,2024-05-02T03:28:59.000000,961.8880000000001,3063.584,SST,2024-05-01T19:00:00.000000,2293.0,30539,204.36000000000013,N,N,TSNormal,Both_Events
1899.2000000000003,2024-05-03T08:23:00.000000,930.048,2841.0240000000003,SST,2024-05-03T07:00:00.000000,2087.0,4980,187.79999999999973,D,D,TSNormal,Both_Events
2046.7199999999998,2024-05-04T05:15:00.000000,975.936,3028.4480000000003,SST,2024-05-03T19:00:00.000000,2258.0,36900,211.2800000000002,N,N,TSNormal,Both_Events
2038.08,2024-05-04T22:20:00.000000,958.72,3014.3360000000002,SST,2024-05-04T19:00:00.000000,2288.0,12000,249.92000000000007,N,N,TSNormal,Both_Events
1945.6,2024-05-05T15:31:30.000000,1135.232,3128.352,P068,2024-05-05T08:00:00.000000,2240.0,27090,294.4000000000001,D,D,TSNormal,Both_Events
1729.6,2024-05-06T10:08:00.000000,1186.0799999999997,2935.872,P068,2024-05-06T08:00:00.000000,1926.0,7680,196.4000000000001,D,D,TSNormal,Both_Events
1955.8400000000001,2024-05-07T16:03:30.000000,1010.5920000000002,2962.432,SST,2024-05-07T08:00:00.000000,2097.0,29010,141.15999999999985,D,D,TSNormal,Both_Events
2121.92,2024-05-08T17:10:30.000000,661.3439999999999,2814.976,SST,2024-05-08T07:00:00.000000,2510.0,36630,388.0799999999999,D,D,TSNormal,Both_Events
1062.72,2024-05-09T20:17:30.000000,782.688,2997.8239999999996,SST,2024-05-09T19:00:00.000000,2540.0,4650,1477.28,N,N,TSNormal,Both_Events
984.6399999999999,2024-05-10T20:35:00.000000,1120.3200000000002,3082.2400000000002,SST,2024-05-10T19:00:00.000000,2170.0,5700,1185.3600000000001,N,N,TSNormal,Both_Events
554.2400000000002,2024-05-11T20:32:30.000000,1019.392,3059.7119999999995,SST,2024-05-11T20:00:00.000000,2237.0,1950,1682.7599999999998,N,N,TSNormal,Both_Events
1523.8400000000001,2024-05-14T01:53:00.000000,1379.5839999999996,2895.1040000000003,SST,2024-05-13T19:00:00.000000,1942.0,24780,418.15999999999985,N,N,TSNormal,Both_Events
2041.6,2024-05-14T20:45:30.000000,1039.7759999999998,3130.112,P068,2024-05-14T19:00:00.000000,2320.0,6330,278.4000000000001,N,N,TSNormal,Both_Events
2174.7200000000003,2024-05-15T17:18:30.000000,836.96,3023.84,SST,2024-05-15T07:00:00.000000,2507.0,37110,332.27999999999975,D,D,TSNormal,Both_Events
2102.7200000000003,2024-05-17T03:04:30.000000,794.048,2906.4,P068,2024-05-16T19:00:00.000000,2362.0,29070,259.27999999999975,N,N,TSNormal,Both_Events
1726.4,2024-05-17T20:22:30.000000,934.624,2664.8,P068,2024-05-17T19:00:00.000000,1851.0,4950,124.59999999999991,N,N,TSNormal,Both_Events
,,,,SST,2024-05-18T07:00:00.000000,2742.0,,,D,N,TSAtrasado,Supply_Only
2431.36,2024-05-18T13:50:00.000000,695.5840000000001,3143.136,SST,2024-05-18T19:00:00.000000,2333.0,18600,98.36000000000013,N,D,TSAtrasado,Both_Events
2068.16,2024-05-19T05:39:30.000000,963.5200000000001,3062.1440000000002,SST,2024-05-18T19:00:00.000000,2333.0,38370,264.84000000000015,N,N,TSNormal,Both_Events
1945.6,2024-05-20T03:30:00.000000,1136.4479999999999,3084.0,SST,2024-05-19T19:00:00.000000,2171.0,30600,225.4000000000001,N,N,TSNormal,Both_Events
2211.84,2024-05-21T09:35:00.000000,760.2239999999999,2995.264,SST,2024-05-21T07:00:00.000000,2625.0,9300,413.15999999999985,D,D,TSNormal,Both_Events
1686.0800000000002,2024-05-22T03:59:00.000000,1414.0480000000002,3114.6240000000003,P068,2024-05-21T19:00:00.000000,1933.0,32340,246.91999999999985,N,N,TSNormal,Both_Events
1964.16,2024-05-23T20:58:30.000000,866.3680000000002,2816.448,SST,2024-05-23T19:00:00.000000,2211.0,7110,246.83999999999992,N,N,TSNormal,Both_Events
2088.64,2024-05-24T15:44:00.000000,948.7040000000001,3069.536,P068,2024-05-24T07:00:00.000000,2406.0,31440,317.3600000000001,D,D,TSNormal,Both_Events
1889.9199999999998,2024-05-25T12:54:00.000000,1030.592,2916.2559999999994,SST,2024-05-25T07:00:00.000000,1901.0,21240,11.080000000000155,D,D,TSNormal,Both_Events
1876.1599999999999,2024-05-26T08:34:00.000000,968.9279999999999,2842.976,SST,2024-05-26T08:00:00.000000,2035.0,2040,158.84000000000015,D,D,TSNormal,Both_Events
,,,,SST,2024-05-26T19:00:00.000000,2322.0,,,N,N,TSAtrasado,Supply_Only
2056.3199999999997,2024-05-27T04:51:30.000000,905.7279999999998,2962.688,P068,2024-05-27T08:00:00.000000,836.0,11310,1220.3199999999997,D,N,TSAtrasado,Both_Events
193.92000000000007,2024-05-27T13:16:00.000000,2338.8160000000003,3032.032,P068,2024-05-27T08:00:00.000000,836.0,18960,642.0799999999999,D,D,TSNormal,Both_Events
2033.92,2024-05-28T09:29:00.000000,752.9280000000001,2970.272,P068,2024-05-28T07:00:00.000000,2664.0,8940,630.0799999999999,D,D,TSNormal,Both_Events
2226.24,2024-05-30T01:00:00.000000,939.3279999999999,3184.32,P068,2024-05-29T17:00:00.000000,2428.0,28800,201.76000000000022,D,N,TSNormal,Both_Events
1976.96,2024-05-31T03:22:00.000000,781.568,2761.3119999999994,SST,2024-05-30T17:00:00.000000,2285.0,37320,308.03999999999996,D,N,TSNormal,Both_Events
2345.92,2024-07-20T11:08:30.000000,669.6000000000001,3030.9440000000004,SST,2024-07-20T06:00:00.000000,2810.0,18510,464.0799999999999,D,D,TSNormal,Both_Events
2234.8799999999997,2024-07-21T12:51:30.000000,846.0799999999999,3105.8239999999996,SST,2024-07-21T08:00:00.000000,2543.0,17490,308.12000000000035,D,D,TSNormal,Both_Events
2124.16,2024-07-22T09:08:00.000000,893.632,3071.968,P068,2024-07-22T08:00:00.000000,2476.0,4080,351.84000000000015,D,D,TSNormal,Both_Events
2205.4399999999996,2024-07-23T15:40:30.000000,857.408,3100.8959999999997,P068,2024-07-23T07:00:00.000000,2565.0,31230,359.5600000000004,D,D,TSNormal,Both_Events
2071.68,2024-07-24T15:40:30.000000,776.192,2860.6719999999996,SST,2024-07-24T07:00:00.000000,2405.0,31230,333.32000000000016,D,D,TSNormal,Both_Events
2114.8799999999997,2024-07-25T15:23:30.000000,965.152,3072.736,SST,2024-07-25T08:00:00.000000,2136.0,26610,21.120000000000346,D,D,TSNormal,Both_Events
1965.4399999999998,2024-07-26T15:50:00.000000,642.432,2620.5439999999994,SST,2024-07-26T07:00:00.000000,2310.0,31800,344.5600000000002,D,D,TSNormal,Both_Events
2085.7599999999998,2024-07-27T16:57:30.000000,899.296,2976.7679999999996,P068,2024-07-27T08:00:00.000000,2330.0,32250,244.24000000000024,D,D,TSNormal,Both_Events
2132.16,2024-07-28T20:18:00.000000,897.1519999999998,3037.344,P068,2024-07-28T19:00:00.000000,2410.0,4680,277.84000000000015,N,N,TSNormal,Both_Events
,,,,SST,2024-07-29T19:00:00.000000,2047.0,,,N,N,TSAtrasado,Supply_Only
1438.7199999999998,2024-07-30T01:57:30.000000,1376.928,2810.048,SST,2024-07-30T07:00:00.000000,2027.0,18150,588.2800000000002,D,N,TSAtrasado,Both_Events
1997.44,2024-07-30T13:51:00.000000,1056.2879999999998,3044.8,SST,2024-07-30T19:00:00.000000,2125.0,18540,127.55999999999995,N,D,TSAtrasado,Both_Events
1696.32,2024-07-31T00:49:30.000000,1444.9920000000002,3153.3439999999996,SST,2024-07-30T19:00:00.000000,2125.0,20970,428.68000000000006,N,N,TSNormal,Both_Events
1931.8399999999997,2024-07-31T20:44:30.000000,877.6959999999999,2780.96,SST,2024-07-31T19:00:00.000000,2182.0,6270,250.1600000000003,N,N,TSNormal,Both_Events
2145.9199999999996,2024-08-03T21:47:30.000000,739.2319999999999,2885.728,P068,2024-08-03T19:00:00.000000,2300.0,10050,154.08000000000038,N,N,TSNormal,Both_Events
2204.16,2024-08-05T20:07:00.000000,830.144,3055.424,P068,2024-08-05T19:00:00.000000,2723.0,4020,518.8400000000001,N,N,TSNormal,Both_Events
2141.44,2024-08-06T21:26:00.000000,874.144,3039.7439999999997,P068,2024-08-06T19:00:00.000000,2473.0,8760,331.55999999999995,N,N,TSNormal,Both_Events
2211.2,2024-08-08T20:19:00.000000,829.024,3063.552,P068,2024-08-08T19:00:00.000000,2553.0,4740,341.8000000000002,N,N,TSNormal,Both_Events
2207.3599999999997,2024-08-10T02:02:00.000000,847.9680000000001,3079.424,P068,2024-08-09T19:00:00.000000,2562.0,25320,354.6400000000003,N,N,TSNormal,Both_Events
1841.2800000000002,2024-08-11T04:01:00.000000,884.4159999999999,2723.456,SST,2024-08-10T19:00:00.000000,2049.0,32460,207.7199999999998,N,N,TSNormal,Both_Events
1971.8400000000001,2024-08-11T22:11:30.000000,800.832,2769.184,SST,2024-08-11T19:00:00.000000,2451.0,11490,479.15999999999985,N,N,TSNormal,Both_Events
2171.52,2024-08-12T17:03:00.000000,796.032,2984.256,SST,2024-08-12T07:00:00.000000,2564.0,36180,392.48,D,D,TSNormal,Both_Events
2164.8,2024-08-13T20:55:30.000000,859.1360000000001,3039.1040000000003,P068,2024-08-13T19:00:00.000000,2490.0,6930,325.1999999999998,N,N,TSNormal,Both_Events
1946.88,2024-08-14T21:06:00.000000,888.7359999999999,2818.432,P068,2024-08-14T19:00:00.000000,2635.0,7560,688.1199999999999,N,N,TSNormal,Both_Events
2156.16,2024-08-16T05:35:00.000000,901.4399999999999,3070.2400000000002,SST,2024-08-15T19:00:00.000000,2459.0,38100,302.84000000000015,N,N,TSNormal,Both_Events
1304.0,2024-08-17T05:12:30.000000,767.4240000000001,2969.7920000000004,SST,2024-08-16T19:00:00.000000,2605.0,36750,1301.0,N,N,TSNormal,Both_Events
1956.8000000000002,2024-08-17T23:01:30.000000,1047.2,2998.1119999999996,P068,2024-08-17T19:00:00.000000,2150.0,14490,193.19999999999982,N,N,TSNormal,Both_Events
1234.2399999999998,2024-08-18T14:01:00.000000,1779.0720000000006,3034.7519999999995,,,,,,N,D,TSAtrasado,Refill_Only
2018.88,2024-08-19T09:38:00.000000,955.4559999999999,3004.064,P068,2024-08-19T07:00:00.000000,2270.0,9480,251.1199999999999,D,D,TSNormal,Both_Events
1965.12,2024-08-20T02:48:00.000000,1139.0399999999997,3111.1040000000003,SST,2024-08-19T19:00:00.000000,2223.0,28080,257.8800000000001,N,N,TSNormal,Both_Events
2129.92,2024-08-21T01:16:30.000000,960.32,3097.024,SST,2024-08-20T19:00:00.000000,2341.0,22590,211.07999999999993,N,N,TSNormal,Both_Events
2018.56,2024-08-21T21:16:30.000000,1036.5439999999999,3027.424,P068,2024-08-21T19:00:00.000000,2185.0,8190,166.44000000000005,N,N,TSNormal,Both_Events
2148.16,2024-08-22T20:21:30.000000,879.8400000000001,3031.968,SST,2024-08-22T19:00:00.000000,2413.0,4890,264.84000000000015,N,N,TSNormal,Both_Events
2144.3199999999997,2024-08-23T22:58:30.000000,916.5120000000001,3060.3839999999996,SST,2024-08-23T19:00:00.000000,2397.0,14310,252.6800000000003,N,N,TSNormal,Both_Events
1837.12,2024-08-25T04:49:30.000000,1196.704,3022.816,SST,2024-08-24T19:00:00.000000,2044.0,35370,206.8800000000001,N,N,TSNormal,Both_Events
1488.96,2024-08-26T01:56:00.000000,1530.976,3011.52,,,,,,N,N,TSAtrasado,Refill_Only
1983.04,2024-08-27T02:44:00.000000,1069.632,3073.792,P068,2024-08-26T19:00:00.000000,1200.0,27840,783.04,N,N,TSNormal,Both_Events
,,,,SST,2024-08-27T19:00:00.000000,1923.0,,,N,N,TSAtrasado,Supply_Only
