RefillTimeStamp,DeltaFuel,before_avg,after_avg,SupplyTimeStamp,Origin,FuelLevelLiters,event_type,time_discrepancy,fuel_discrepancy,clasificacion
2024-02-17T15:37:00.000000,1709.7600000000002,857.7280000000001,2581.216,2024-02-17T15:34:31.617000,,,Both_Events,148,,Registro a tiempo
2024-02-18T10:15:00.000000,1787.5199999999998,798.272,2583.168,2024-02-18T10:12:46.570000,,,Both_Events,133,,Registro a tiempo
2024-02-19T04:34:00.000000,2061.12,964.0319999999998,3068.448,2024-02-18T19:00:00.000000,,,Both_Events,34440,,Registro a tiempo
2024-02-20T05:24:30.000000,2044.8,984.0959999999999,3042.9759999999997,2024-02-20T05:21:35.720000,,,Both_Events,174,,Registro a tiempo
2024-02-20T22:48:00.000000,1791.04,1223.936,3044.767999999999,2024-02-21T08:00:00.000000,,,Both_Events,33120,,Registro atrasado
2024-02-21T21:32:00.000000,2167.68,890.9119999999999,3088.224,2024-02-21T21:30:16.267000,,,Both_Events,103,,Registro a tiempo
2024-02-23T14:45:00.000000,1760.3199999999997,739.5199999999999,2492.1600000000003,2024-02-23T14:42:40.143000,,,Both_Events,139,,Registro a tiempo
2024-02-24T08:44:00.000000,1812.48,1182.3039999999999,3010.816,2024-02-24T07:00:00.000000,,,Both_Events,6240,,Registro a tiempo
2024-02-25T03:44:00.000000,2167.6800000000003,812.7679999999999,2993.4719999999998,2024-02-25T08:00:00.000000,,,Both_Events,15360,,Registro atrasado
2024-02-25T21:02:30.000000,2150.08,778.496,2952.6400000000003,2024-02-26T08:00:00.000000,,,Both_Events,39450,,Registro atrasado
2024-02-26T22:53:00.000000,2192.0,769.664,2956.512,2024-02-27T08:00:00.000000,,,Both_Events,32820,,Registro atrasado
2024-02-28T21:44:30.000000,1194.88,862.3040000000001,2994.2400000000002,2024-02-29T07:00:00.000000,,,Both_Events,33330,,Registro atrasado
2024-02-29T22:23:00.000000,2135.3599999999997,841.792,2982.592,2024-03-01T08:00:00.000000,,,Both_Events,34620,,Registro atrasado
2024-03-01T23:22:00.000000,1927.04,838.208,2753.504,2024-03-01T23:19:46.343000,,,Both_Events,133,,Registro a tiempo
2024-03-02T17:23:00.000000,1671.04,1187.072,2846.9439999999995,2024-03-02T07:00:00.000000,,,Both_Events,37380,,Registro a tiempo
2024-03-03T10:41:30.000000,187.19999999999982,866.144,2804.1279999999997,2024-03-03T08:00:00.000000,,,Both_Events,9690,,Registro a tiempo
2024-03-04T16:14:00.000000,836.48,917.8880000000001,2893.568,2024-03-04T08:00:00.000000,,,Both_Events,29640,,Registro a tiempo
2024-03-05T10:46:00.000000,1591.3600000000001,970.048,2542.9119999999994,2024-03-05T10:44:01.627000,,,Both_Events,118,,Registro a tiempo
2024-03-06T08:13:00.000000,1923.8399999999997,844.1599999999999,2762.7519999999995,2024-03-06T08:10:33.917000,,,Both_Events,146,,Registro a tiempo
2024-03-07T04:40:00.000000,346.8800000000001,926.048,2793.8240000000005,2024-03-07T08:00:00.000000,,,Both_Events,12000,,Registro atrasado
2024-03-08T01:53:30.000000,1962.2399999999998,747.7760000000001,2711.2,2024-03-08T08:00:00.000000,,,Both_Events,21990,,Registro atrasado
2024-03-09T09:19:00.000000,2115.52,927.936,3080.8319999999994,2024-03-09T08:00:00.000000,,,Both_Events,4740,,Registro a tiempo
2024-03-10T08:52:30.000000,2179.2,840.448,3060.3199999999993,2024-03-10T06:00:00.000000,,,Both_Events,10350,,Registro a tiempo
2024-03-11T23:00:30.000000,1947.8400000000001,823.36,2771.6159999999995,2024-03-12T06:00:00.000000,,,Both_Events,25170,,Registro atrasado
2024-03-12T20:02:30.000000,2041.92,736.992,2794.7520000000004,2024-03-13T06:00:00.000000,,,Both_Events,35850,,Registro atrasado
2024-03-13T16:01:30.000000,2280.0,715.1999999999999,3030.2400000000002,2024-03-13T06:00:00.000000,,,Both_Events,36090,,Registro a tiempo
2024-03-14T13:57:30.000000,2267.8399999999997,804.7999999999998,3071.68,2024-03-14T06:00:00.000000,,,Both_Events,28650,,Registro a tiempo
2024-03-16T00:59:30.000000,2142.4,963.1999999999998,3113.9199999999996,2024-03-16T06:00:00.000000,,,Both_Events,18030,,Registro atrasado
2024-03-17T10:45:30.000000,1947.52,779.2640000000001,2732.7680000000005,2024-03-17T10:43:24.917000,,,Both_Events,125,,Registro a tiempo
2024-03-18T10:57:00.000000,1704.64,923.0080000000002,2648.8320000000003,2024-03-18T10:55:01.780000,,,Both_Events,118,,Registro a tiempo
2024-03-19T17:49:00.000000,1530.56,787.168,2810.0159999999996,2024-03-19T17:50:20.267000,,,Both_Events,80,,Registro atrasado
2024-03-20T15:53:30.000000,2130.88,875.5199999999999,3003.648,2024-03-20T08:00:00.000000,,,Both_Events,28410,,Registro a tiempo
2024-03-21T21:36:00.000000,1593.28,920.608,2491.7120000000004,2024-03-21T21:33:18.367000,,,Both_Events,161,,Registro a tiempo
2024-03-22T16:21:30.000000,1167.6799999999998,846.592,1994.464,2024-03-22T07:00:00.000000,,,Both_Events,33690,,Registro a tiempo
2024-03-23T08:35:30.000000,2285.76,730.4639999999999,3013.632,2024-03-23T07:00:00.000000,,,Both_Events,5730,,Registro a tiempo
2024-03-24T08:30:00.000000,2371.2,526.528,2912.7999999999997,2024-03-24T08:00:00.000000,,,Both_Events,1800,,Registro a tiempo
2024-03-25T15:14:30.000000,2096.0,725.1199999999999,2825.3120000000004,2024-03-25T15:12:09.407000,,,Both_Events,140,,Registro a tiempo
2024-03-26T17:33:30.000000,2143.68,881.1199999999999,3045.4719999999998,2024-03-26T08:00:00.000000,,,Both_Events,34410,,Registro a tiempo
2024-03-27T19:53:30.000000,1938.2399999999998,899.8399999999999,2836.1279999999997,2024-03-27T19:00:00.000000,,,Both_Events,3210,,Registro a tiempo
2024-03-28T16:44:00.000000,2090.88,924.704,3033.44,2024-03-28T08:00:00.000000,,,Both_Events,31440,,Registro a tiempo
2024-03-29T22:25:00.000000,2014.08,792.576,2808.544,2024-03-29T19:00:00.000000,,,Both_Events,12300,,Registro a tiempo
2024-03-30T13:06:30.000000,2085.7599999999998,981.344,3085.0559999999996,2024-03-30T08:00:00.000000,,,Both_Events,18390,,Registro a tiempo
2024-03-31T11:06:30.000000,2226.2400000000002,559.712,2824.7039999999993,2024-03-31T08:00:00.000000,,,Both_Events,11190,,Registro a tiempo
2024-04-01T10:08:00.000000,2469.44,544.896,3042.3360000000002,2024-04-01T06:00:00.000000,,,Both_Events,14880,,Registro a tiempo
2024-04-02T09:49:00.000000,2134.72,899.872,3069.536,2024-04-02T06:00:00.000000,,,Both_Events,13740,,Registro a tiempo
2024-04-03T19:17:00.000000,2297.28,586.5600000000001,2879.3599999999997,2024-04-04T07:00:00.000000,,,Both_Events,42180,,Registro atrasado
2024-04-05T03:33:00.000000,1865.6,955.4239999999998,2814.432,2024-04-04T19:00:00.000000,,,Both_Events,30780,,Registro a tiempo
2024-04-05T23:35:00.000000,2083.52,953.5360000000001,3028.416,2024-04-06T07:00:00.000000,,,Both_Events,26700,,Registro atrasado
2024-04-07T00:15:30.000000,2200.64,814.3679999999998,3022.0800000000004,2024-04-07T08:00:00.000000,,,Both_Events,27870,,Registro atrasado
2024-04-08T16:56:30.000000,1102.4,2064.032,3199.8079999999995,2024-04-08T08:00:00.000000,,,Both_Events,32190,,Registro a tiempo
2024-04-10T01:53:30.000000,2206.08,940.896,3176.928,2024-04-10T07:00:00.000000,,,Both_Events,18390,,Registro atrasado
2024-04-11T01:36:00.000000,1268.4799999999998,1717.6640000000002,2983.136,2024-04-11T07:00:00.000000,,,Both_Events,19440,,Registro atrasado
2024-04-11T21:03:30.000000,1803.52,1006.848,2798.208,2024-04-12T07:00:00.000000,,,Both_Events,35790,,Registro atrasado
2024-04-12T20:24:30.000000,2006.0800000000002,904.7359999999999,2910.816,2024-04-13T07:00:00.000000,,,Both_Events,38130,,Registro atrasado
2024-04-13T20:44:00.000000,1804.7999999999997,773.408,2581.28,2024-04-14T07:00:00.000000,,,Both_Events,36960,,Registro atrasado
2024-04-14T13:57:30.000000,2146.56,825.856,2976.7360000000003,2024-04-14T08:00:00.000000,,,Both_Events,21450,,Registro a tiempo
2024-04-15T13:51:30.000000,2154.5600000000004,779.008,2919.616,2024-04-15T09:00:00.000000,,,Both_Events,17490,,Registro a tiempo
2024-04-16T08:39:30.000000,1910.0800000000002,1041.28,2942.304,2024-04-16T08:00:00.000000,,,Both_Events,2370,,Registro a tiempo
2024-04-17T00:56:00.000000,1366.08,1652.2240000000002,3013.2799999999997,2024-04-16T19:00:00.000000,,,Both_Events,21360,,Registro a tiempo
2024-04-17T20:54:00.000000,1924.4799999999998,1110.208,3057.504,2024-04-17T19:00:00.000000,,,Both_Events,6840,,Registro a tiempo
2024-04-18T21:50:00.000000,1992.0,1062.176,3079.424,2024-04-18T19:00:00.000000,,,Both_Events,10200,,Registro a tiempo
2024-04-22T01:47:00.000000,2098.24,1027.9360000000001,3147.0080000000003,2024-04-21T19:00:00.000000,,,Both_Events,24420,,Registro a tiempo
2024-04-23T02:42:00.000000,2260.16,751.2,3016.096,2024-04-22T19:00:00.000000,,,Both_Events,27720,,Registro a tiempo
2024-04-23T22:26:00.000000,1831.6799999999998,1238.4320000000002,3099.136,2024-04-23T19:00:00.000000,,,Both_Events,12360,,Registro a tiempo
2024-04-25T01:46:30.000000,2171.5199999999995,910.3999999999999,3129.0559999999996,2024-04-24T19:00:00.000000,,,Both_Events,24390,,Registro a tiempo
2024-04-26T00:57:00.000000,2195.52,939.0079999999998,3170.5919999999996,2024-04-25T19:00:00.000000,,,Both_Events,21420,,Registro a tiempo
2024-04-27T21:22:00.000000,2209.28,884.4480000000001,3087.168,2024-04-27T19:00:00.000000,,,Both_Events,8520,,Registro a tiempo
2024-04-28T23:06:00.000000,1822.7200000000003,825.76,2681.6319999999996,2024-04-28T19:00:00.000000,,,Both_Events,14760,,Registro a tiempo
2024-04-29T21:59:00.000000,1935.68,769.12,2720.5119999999997,2024-04-29T19:00:00.000000,,,Both_Events,10740,,Registro a tiempo
2024-04-30T16:20:00.000000,2171.2,858.816,3022.08,2024-04-30T19:00:00.000000,,,Both_Events,9600,,Registro atrasado
2024-05-01T10:43:00.000000,2077.76,937.632,3030.5279999999993,2024-05-01T07:00:00.000000,,,Both_Events,13380,,Registro a tiempo
2024-05-02T03:28:59.000000,2088.64,961.8880000000001,3063.584,2024-05-01T19:00:00.000000,,,Both_Events,30539,,Registro a tiempo
2024-05-03T08:23:00.000000,1899.2000000000003,930.048,2841.0240000000003,2024-05-03T07:00:00.000000,,,Both_Events,4980,,Registro a tiempo
2024-05-04T05:15:00.000000,2046.7199999999998,975.936,3028.4480000000003,2024-05-03T19:00:00.000000,,,Both_Events,36900,,Registro a tiempo
2024-05-04T22:20:00.000000,2038.08,958.72,3014.3360000000002,2024-05-04T19:00:00.000000,,,Both_Events,12000,,Registro a tiempo
2024-05-05T15:31:30.000000,1945.6,1135.232,3128.352,2024-05-05T08:00:00.000000,,,Both_Events,27090,,Registro a tiempo
2024-05-06T10:08:00.000000,1729.6,1186.0799999999997,2935.872,2024-05-06T08:00:00.000000,,,Both_Events,7680,,Registro a tiempo
2024-05-07T16:03:30.000000,1955.8400000000001,1010.5920000000002,2962.432,2024-05-07T08:00:00.000000,,,Both_Events,29010,,Registro a tiempo
2024-05-08T17:10:30.000000,2121.92,661.3439999999999,2814.976,2024-05-08T07:00:00.000000,,,Both_Events,36630,,Registro a tiempo
2024-05-09T20:17:30.000000,1062.72,782.688,2997.8239999999996,2024-05-09T19:00:00.000000,,,Both_Events,4650,,Registro a tiempo
2024-05-10T20:35:00.000000,984.6399999999999,1120.3200000000002,3082.2400000000002,2024-05-10T19:00:00.000000,,,Both_Events,5700,,Registro a tiempo
2024-05-11T20:32:30.000000,554.2400000000002,1019.392,3059.7119999999995,2024-05-11T20:00:00.000000,,,Both_Events,1950,,Registro a tiempo
2024-05-14T01:53:00.000000,1523.8400000000001,1379.5839999999996,2895.1040000000003,2024-05-13T19:00:00.000000,,,Both_Events,24780,,Registro a tiempo
2024-05-14T20:45:30.000000,2041.6,1039.7759999999998,3130.112,2024-05-14T19:00:00.000000,,,Both_Events,6330,,Registro a tiempo
2024-05-15T17:18:30.000000,2174.7200000000003,836.96,3023.84,2024-05-15T07:00:00.000000,,,Both_Events,37110,,Registro a tiempo
2024-05-17T03:04:30.000000,2102.7200000000003,794.048,2906.4,2024-05-16T19:00:00.000000,,,Both_Events,29070,,Registro a tiempo
2024-05-17T20:22:30.000000,1726.4,934.624,2664.8,2024-05-17T19:00:00.000000,,,Both_Events,4950,,Registro a tiempo
2024-05-18T13:50:00.000000,2431.36,695.5840000000001,3143.136,2024-05-18T07:00:00.000000,,,Both_Events,24600,,Registro a tiempo
2024-05-19T05:39:30.000000,2068.16,963.5200000000001,3062.1440000000002,2024-05-18T19:00:00.000000,,,Both_Events,38370,,Registro a tiempo
2024-05-20T03:30:00.000000,1945.6,1136.4479999999999,3084.0,2024-05-19T19:00:00.000000,,,Both_Events,30600,,Registro a tiempo
2024-05-21T09:35:00.000000,2211.84,760.2239999999999,2995.264,2024-05-21T07:00:00.000000,,,Both_Events,9300,,Registro a tiempo
2024-05-22T03:59:00.000000,1686.0800000000002,1414.0480000000002,3114.6240000000003,2024-05-21T19:00:00.000000,,,Both_Events,32340,,Registro a tiempo
2024-05-23T20:58:30.000000,1964.16,866.3680000000002,2816.448,2024-05-23T19:00:00.000000,,,Both_Events,7110,,Registro a tiempo
2024-05-24T15:44:00.000000,2088.64,948.7040000000001,3069.536,2024-05-24T07:00:00.000000,,,Both_Events,31440,,Registro a tiempo
2024-05-25T12:54:00.000000,1889.9199999999998,1030.592,2916.2559999999994,2024-05-25T07:00:00.000000,,,Both_Events,21240,,Registro a tiempo
2024-05-26T08:34:00.000000,1876.1599999999999,968.9279999999999,2842.976,2024-05-26T08:00:00.000000,,,Both_Events,2040,,Registro a tiempo
,,,,2024-05-26T19:00:00.000000,SST,2322.0,Supply_Only,,,Registro a tiempo
2024-05-27T04:51:30.000000,2056.3199999999997,905.7279999999998,2962.688,2024-05-27T08:00:00.000000,,,Both_Events,11310,,Registro atrasado
2024-05-27T13:16:00.000000,193.92000000000007,2338.8160000000003,3032.032,2024-05-27T08:00:00.000000,,,Both_Events,18960,,Registro a tiempo
2024-05-28T09:29:00.000000,2033.92,752.9280000000001,2970.272,2024-05-28T07:00:00.000000,,,Both_Events,8940,,Registro a tiempo
2024-05-30T01:00:00.000000,2226.24,939.3279999999999,3184.32,2024-05-29T17:00:00.000000,,,Both_Events,28800,,Registro a tiempo
2024-05-31T03:22:00.000000,1976.96,781.568,2761.3119999999994,2024-05-30T17:00:00.000000,,,Both_Events,37320,,Registro a tiempo
2024-07-20T11:08:30.000000,2345.92,669.6000000000001,3030.9440000000004,2024-07-20T06:00:00.000000,,,Both_Events,18510,,Registro a tiempo
2024-07-21T12:51:30.000000,2234.8799999999997,846.0799999999999,3105.8239999999996,2024-07-21T08:00:00.000000,,,Both_Events,17490,,Registro a tiempo
2024-07-22T09:08:00.000000,2124.16,893.632,3071.968,2024-07-22T08:00:00.000000,,,Both_Events,4080,,Registro a tiempo
2024-07-23T15:40:30.000000,2205.4399999999996,857.408,3100.8959999999997,2024-07-23T07:00:00.000000,,,Both_Events,31230,,Registro a tiempo
2024-07-24T15:40:30.000000,2071.68,776.192,2860.6719999999996,2024-07-24T07:00:00.000000,,,Both_Events,31230,,Registro a tiempo
2024-07-25T15:23:30.000000,2114.8799999999997,965.152,3072.736,2024-07-25T08:00:00.000000,,,Both_Events,26610,,Registro a tiempo
2024-07-26T15:50:00.000000,1965.4399999999998,642.432,2620.5439999999994,2024-07-26T07:00:00.000000,,,Both_Events,31800,,Registro a tiempo
2024-07-27T16:57:30.000000,2085.7599999999998,899.296,2976.7679999999996,2024-07-27T08:00:00.000000,,,Both_Events,32250,,Registro a tiempo
2024-07-28T20:18:00.000000,2132.16,897.1519999999998,3037.344,2024-07-28T19:00:00.000000,,,Both_Events,4680,,Registro a tiempo
,,,,2024-07-29T19:00:00.000000,SST,2047.0,Supply_Only,,,Registro a tiempo
2024-07-30T01:57:30.000000,1438.7199999999998,1376.928,2810.048,2024-07-30T07:00:00.000000,,,Both_Events,18150,,Registro atrasado
2024-07-30T13:51:00.000000,1997.44,1056.2879999999998,3044.8,2024-07-30T07:00:00.000000,,,Both_Events,24660,,Registro a tiempo
2024-07-31T00:49:30.000000,1696.32,1444.9920000000002,3153.3439999999996,2024-07-30T19:00:00.000000,,,Both_Events,20970,,Registro a tiempo
2024-07-31T20:44:30.000000,1931.8399999999997,877.6959999999999,2780.96,2024-07-31T19:00:00.000000,,,Both_Events,6270,,Registro a tiempo
2024-08-03T21:47:30.000000,2145.9199999999996,739.2319999999999,2885.728,2024-08-03T19:00:00.000000,,,Both_Events,10050,,Registro a tiempo
2024-08-05T20:07:00.000000,2204.16,830.144,3055.424,2024-08-05T19:00:00.000000,,,Both_Events,4020,,Registro a tiempo
2024-08-06T21:26:00.000000,2141.44,874.144,3039.7439999999997,2024-08-06T19:00:00.000000,,,Both_Events,8760,,Registro a tiempo
2024-08-08T20:19:00.000000,2211.2,829.024,3063.552,2024-08-08T19:00:00.000000,,,Both_Events,4740,,Registro a tiempo
2024-08-10T02:02:00.000000,2207.3599999999997,847.9680000000001,3079.424,2024-08-09T19:00:00.000000,,,Both_Events,25320,,Registro a tiempo
2024-08-11T04:01:00.000000,1841.2800000000002,884.4159999999999,2723.456,2024-08-10T19:00:00.000000,,,Both_Events,32460,,Registro a tiempo
2024-08-11T22:11:30.000000,1971.8400000000001,800.832,2769.184,2024-08-11T19:00:00.000000,,,Both_Events,11490,,Registro a tiempo
2024-08-12T17:03:00.000000,2171.52,796.032,2984.256,2024-08-12T07:00:00.000000,,,Both_Events,36180,,Registro a tiempo
2024-08-13T20:55:30.000000,2164.8,859.1360000000001,3039.1040000000003,2024-08-13T19:00:00.000000,,,Both_Events,6930,,Registro a tiempo
2024-08-14T21:06:00.000000,1946.88,888.7359999999999,2818.432,2024-08-14T19:00:00.000000,,,Both_Events,7560,,Registro a tiempo
2024-08-16T05:35:00.000000,2156.16,901.4399999999999,3070.2400000000002,2024-08-15T19:00:00.000000,,,Both_Events,38100,,Registro a tiempo
2024-08-17T05:12:30.000000,1304.0,767.4240000000001,2969.7920000000004,2024-08-16T19:00:00.000000,,,Both_Events,36750,,Registro a tiempo
2024-08-17T23:01:30.000000,1956.8000000000002,1047.2,2998.1119999999996,2024-08-17T19:00:00.000000,,,Both_Events,14490,,Registro a tiempo
2024-08-18T14:01:00.000000,1234.2399999999998,1779.0720000000006,3034.7519999999995,,,,Refill_Only,,,Registro a tiempo
2024-08-19T09:38:00.000000,2018.88,955.4559999999999,3004.064,2024-08-19T07:00:00.000000,,,Both_Events,9480,,Registro a tiempo
2024-08-20T02:48:00.000000,1965.12,1139.0399999999997,3111.1040000000003,2024-08-19T19:00:00.000000,,,Both_Events,28080,,Registro a tiempo
2024-08-21T01:16:30.000000,2129.92,960.32,3097.024,2024-08-20T19:00:00.000000,,,Both_Events,22590,,Registro a tiempo
2024-08-21T21:16:30.000000,2018.56,1036.5439999999999,3027.424,2024-08-21T19:00:00.000000,,,Both_Events,8190,,Registro a tiempo
2024-08-22T20:21:30.000000,2148.16,879.8400000000001,3031.968,2024-08-22T19:00:00.000000,,,Both_Events,4890,,Registro a tiempo
2024-08-23T22:58:30.000000,2144.3199999999997,916.5120000000001,3060.3839999999996,2024-08-23T19:00:00.000000,,,Both_Events,14310,,Registro a tiempo
2024-08-25T04:49:30.000000,1837.12,1196.704,3022.816,2024-08-24T19:00:00.000000,,,Both_Events,35370,,Registro a tiempo
2024-08-26T01:56:00.000000,1488.96,1530.976,3011.52,,,,Refill_Only,,,Registro a tiempo
2024-08-27T02:44:00.000000,1983.04,1069.632,3073.792,2024-08-26T19:00:00.000000,,,Both_Events,27840,,Registro a tiempo
,,,,2024-08-27T19:00:00.000000,SST,1923.0,Supply_Only,,,Registro a tiempo
2024-08-28T01:50:00.000000,1101.1200000000001,928.128,2019.5520000000001,2024-08-28T07:00:00.000000,,,Both_Events,18600,,Registro atrasado
2024-08-28T10:43:00.000000,2018.56,1031.9360000000001,3076.2239999999997,2024-08-28T07:00:00.000000,,,Both_Events,13380,,Registro a tiempo
2024-08-29T21:57:30.000000,2150.7200000000003,843.6800000000001,2994.8160000000003,2024-08-29T19:00:00.000000,,,Both_Events,10650,,Registro a tiempo
2024-08-30T16:13:30.000000,1818.88,1281.0880000000002,3114.6240000000003,2024-08-30T07:00:00.000000,,,Both_Events,33210,,Registro a tiempo
2024-09-01T03:41:00.000000,2040.32,1016.4799999999999,3066.0480000000002,2024-09-01T03:38:47.180000,,,Both_Events,132,,Registro a tiempo
2024-09-01T21:12:30.000000,1673.6,1400.48,3088.576,2024-09-01T19:00:00.000000,,,Both_Events,7950,,Registro a tiempo
2024-09-02T17:34:30.000000,2094.72,808.48,2908.3199999999997,2024-09-02T17:32:40.543000,,,Both_Events,109,,Registro a tiempo
2024-09-03T10:49:00.000000,2120.96,904.384,3038.4,2024-09-03T08:00:00.000000,,,Both_Events,10140,,Registro a tiempo
2024-09-04T10:05:30.000000,2346.88,594.144,2991.5199999999995,2024-09-04T08:00:00.000000,,,Both_Events,7530,,Registro a tiempo
2024-09-05T15:22:30.000000,2156.7999999999997,891.7119999999999,3049.7599999999998,2024-09-05T15:20:52.920000,,,Both_Events,97,,Registro a tiempo
2024-09-06T13:21:00.000000,1824.3200000000002,1068.0639999999999,2914.304,2024-09-06T08:00:00.000000,,,Both_Events,19260,,Registro a tiempo
2024-09-07T09:27:30.000000,2099.2,944.96,3072.0,2024-09-07T08:00:00.000000,,,Both_Events,5250,,Registro a tiempo
2024-09-08T08:36:00.000000,2047.3600000000001,1014.592,3068.5119999999997,2024-09-08T08:00:00.000000,,,Both_Events,2160,,Registro a tiempo
,,,,2024-09-08T15:05:56.993000,SURTIDOR-TRUCKSHOP,2637.0,Supply_Only,,,Registro a tiempo
2024-09-09T08:15:00.000000,2174.72,845.568,3058.9120000000003,2024-09-09T08:00:00.000000,,,Both_Events,900,,Registro a tiempo
2024-09-10T08:43:00.000000,2082.56,727.9680000000001,2816.928,2024-09-10T08:41:46.240000,,,Both_Events,73,,Registro a tiempo
2024-09-11T03:37:00.000000,1832.9599999999998,844.8,2671.7120000000004,2024-09-11T03:35:04.780000,,,Both_Events,115,,Registro a tiempo
2024-09-11T21:50:30.000000,1828.48,990.816,2851.8720000000003,2024-09-11T20:00:00.000000,,,Both_Events,6630,,Registro a tiempo
2024-09-12T21:00:00.000000,2140.4799999999996,726.848,2874.912,2024-09-12T20:00:00.000000,,,Both_Events,3600,,Registro a tiempo
2024-09-13T16:00:00.000000,2100.16,979.424,3105.12,,,,Refill_Only,,,Registro a tiempo
2024-09-14T15:13:00.000000,2371.2,578.208,2960.0319999999997,2024-09-14T08:00:00.000000,,,Both_Events,25980,,Registro a tiempo
2024-09-15T02:00:30.000000,903.6800000000001,1991.52,2887.2,2024-09-15T07:00:00.000000,,,Both_Events,17970,,Registro atrasado
2024-09-15T17:03:30.000000,1995.1999999999998,862.5920000000002,2864.096,2024-09-15T07:00:00.000000,,,Both_Events,36210,,Registro a tiempo
2024-09-16T09:41:30.000000,2122.24,898.208,3061.0559999999996,2024-09-16T06:00:00.000000,,,Both_Events,13290,,Registro a tiempo
2024-09-17T20:42:29.000000,2326.08,675.5199999999999,3065.92,2024-09-17T19:00:00.000000,,,Both_Events,6149,,Registro a tiempo
2024-09-19T10:00:00.000000,2065.28,1147.5839999999996,3185.728,2024-09-19T07:00:00.000000,,,Both_Events,10800,,Registro a tiempo
2024-09-20T17:37:00.000000,2230.08,817.2479999999999,3094.56,2024-09-20T07:00:00.000000,,,Both_Events,38220,,Registro a tiempo
2024-09-22T03:46:00.000000,2024.3200000000002,977.8880000000001,3026.3039999999996,2024-09-21T19:00:00.000000,,,Both_Events,31560,,Registro a tiempo
2024-09-23T01:55:00.000000,2108.1600000000003,995.616,3101.6,2024-09-22T19:00:00.000000,,,Both_Events,24900,,Registro a tiempo
2024-09-24T03:46:00.000000,2158.08,879.5840000000002,3039.104,2024-09-23T19:00:00.000000,,,Both_Events,31560,,Registro a tiempo
2024-09-25T01:53:30.000000,1904.3200000000002,1192.512,3116.7359999999994,2024-09-24T19:00:00.000000,,,Both_Events,24810,,Registro a tiempo
2024-09-25T22:06:00.000000,1924.8,1015.9039999999999,2980.16,,,,Refill_Only,,,Registro a tiempo
2024-09-27T14:12:00.000000,1593.92,1333.5359999999998,2930.88,2024-09-27T07:00:00.000000,,,Both_Events,25920,,Registro a tiempo
2024-09-28T20:56:00.000000,2138.88,909.8880000000001,3073.7920000000004,2024-09-28T19:00:00.000000,,,Both_Events,6960,,Registro a tiempo
2024-09-30T02:59:30.000000,1942.08,1109.664,3082.944,2024-09-29T19:00:00.000000,,,Both_Events,28770,,Registro a tiempo
